LOCATION,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
ITA,276000000.0,248000000.0,298000000.0,299000000.0,387000000.0,355000000.0,415000000.0,558000000.0,386000000.0,307000000.0,806000000.0,234000000.0,124000000.0,126000000.0,117000000.0,634000000.0,184000000.0,98000000.0,87000000.0,123000000.0,148000000.0,71000000.0,42000000.0,37000000.0,
JPN,,2526772527.3068,1845116541.7178,1672057857.9558,2028624952.7708,2797181588.83,2569017774.2769,2175644953.699,2003449353.4112,2026427862.8058,2152110765.491,2549035101.8437,2277929509.4713,2265834807.0634,2537799793.2743,2361127084.9171,1328254175.8725,1359236056.293,1130768673.3113,1332459141.4885,1365090740.7764,1633298991.6635,1594427778.6143,1809394708.8204,1882421402.3299
KOR,,,,,,,307015348.73018,264417954.87268,281152555.52334,253974990.87972,318838212.18521,326737800.86059,262050963.35381,87942681.065201,33527656.358962,42850590.698697,44047528.308937,46261484.882635,55616273.276018,65880671.670704,83026302.575473,1501599769.0315,1250704145.7234,494261885.43804,458227630.73395
LTU,19000000.0,5000000.0,3000000.0,6000000.0,2000000.0,1000000.0,1000000.0,1000000.0,5000000.0,3000000.0,4000000.0,18000000.0,53000000.0,11000000.0,29000000.0,8000000.0,14000000.0,3000000.0,7000000.0,6000000.0,6000000.0,2000000.0,29000000.0,6000000.0,21000000.0
LUX,0.0,0.0,1343582.904271,768469.92679704,1439127.0,2928510.0,3526426.0,992179.0,17725441.0,23496859.0,26344767.0,70565647.0,64233842.0,46614632.0,18755035.0,6720168.0,12481575.0,10978496.0,171801.0,460268.0,1863808.0,1060376.0,11154322.0,12383061.0,
LVA,,,,,,12000000.0,16000000.0,8000000.0,4000000.0,4000000.0,15000000.0,18000000.0,16000000.0,19000000.0,3000000.0,4000000.0,6000000.0,10000000.0,41000000.0,50000000.0,42000000.0,14000000.0,6000000.0,10000000.0,20000000.0
MDA,0.0,171086.39863131,190646.86481231,826405.30221642,1252628.2825572,6874766.1274181,1562445.7484115,2025837.216188,1205882.1662721,1108286.0681922,1211641.9661761,1697813.4588098,3732354.0920447,11845704.786712,3613975.7605483,0.0,1775796.5059673,,59801.10153629,0.0,,,,,
MEX,20615109.588373,140050200.37752,59393969.78485,88668064.738257,175335102.58822,184989056.15301,155858877.436,163402086.38201,85406737.07376,167091753.41222,601809326.33903,345015822.4841,191307884.1709,326328697.06907,178918414.48137,270742305.37043,226283359.21207,201970923.81966,197030063.45175,222228194.72663,542625151.52158,691125960.30563,1405590178.9985,1408094993.0589,258539873.45691
MKD,48960977.673631,10864073.268588,2991484.9517623,1375745.6049841,11036344.05019,14211609.715932,3890846.1687478,8166866.4651736,179551.08963027,81518.859388119,179450.32733371,2010135.6596432,310536.16520524,1485345.6774809,653320.86550246,97539.405919992,101524735.61119,381330.65938156,3432460.6513694,483264.80009607,565142.23105953,1101601.0831907,1013494.0909556,1336830.7595766,4610552.0897859
MNE,0.0,198.45547052,12.07533286,579.87848464,1001.72761311,13023115.505949,14168409.319828,0.0,0.0,4000000.0,3000000.0,1000000.0,4000000.0,0.0,2000000.0,28000000.0,4000000.0,2000000.0,,,3000000.0,,,,200000.0
NOR,70475225.062149,62102707.38522,81323122.209195,77190410.894132,71802273.13729,72470019.842982,,110784144.01939,76254765.92287,103799615.38002,21340588.301364,153983818.64957,237581532.24499,206084038.51765,251695536.61443,203097676.74244,158212823.83586,475687245.00033,484811213.18113,296465631.76982,265273941.19686,872297609.9519,662800420.21311,208216153.15709,
NZL,,,,,,,,,,,,,,,99349971.695869,59371574.219908,54842633.514513,71094946.642546,68836640.391411,87140834.018501,114644756.52841,216444739.04699,308008627.7209,356457539.04764,256608704.09662
POL,27433544.60316,33024519.975451,50084821.067938,43183850.772965,45187848.963755,70362792.554519,89322186.214972,58388478.007007,37969215.378669,48762190.547637,131009794.66017,132987599.80488,84851048.082261,79371852.863361,63282368.700633,131914893.61702,205647413.01867,146261023.34919,153439279.50251,236826383.08042,302428994.93162,69896415.803465,43934873.011771,55353706.050791,150087260.0349
PRT,67000000.0,95000000.0,128000000.0,185000000.0,135000000.0,150000000.0,172000000.0,112000000.0,89000000.0,170000000.0,134000000.0,103000000.0,82000000.0,135000000.0,151000000.0,127000000.0,102000000.0,64000000.0,53000000.0,45000000.0,80000000.0,66500000.0,76500000.0,69000000.0,76300000.0
ROU,11119347.664937,20105554.159337,4944987.0194091,3026329.0628468,3069744.5972495,6521193.8801104,7304882.7374087,14080901.177675,2663328.6281194,2220851.3263418,1932420.4946996,15038020.655998,41942538.721951,9229098.805646,6132654.0239645,949983.37529093,2123342.613127,21085215.674839,19233815.310117,28575928.717683,38693422.11824,22267747.394674,17729332.195154,1933820.3695746,
RUS,,381021987.65983,351196011.76955,181137264.12534,130617334.79773,239305918.23157,242804419.568,496140402.96352,575694310.27473,683498816.11866,267903220.30623,397783124.90292,435393025.87819,440591135.71124,268598770.89144,470046254.57146,434909286.78109,666443668.01644,782984850.88514,877750090.68399,851700748.67544,594545900.4641,386120237.65261,271224966.3783,472849951.50915
SRB,,,,,262996.40571579,158701.50429188,0.0,0.0,1044890.3326132,840610.5864568,120710.25916493,736511.73785884,12502.938190475,73675.317786204,1160201.470582,680343.51516,333449.05977172,345243.64906603,2988970.8743359,1109110.9196236,198858.38714248,3607148.979315,271925.87794978,186047.9276375,4701872.431581
SVK,4000000.0,5000000.0,6000000.0,5000000.0,5000000.0,4000000.0,4000000.0,3000000.0,6000000.0,11000000.0,28000000.0,14000000.0,16000000.0,30000000.0,56000000.0,70000000.0,33000000.0,31000000.0,4000000.0,5000000.0,4200000.0,4800000.0,3500000.0,2900000.0,
SVN,7000000.0,1000000.0,1000000.0,2000000.0,6000000.0,3000000.0,2000000.0,1000000.0,2000000.0,3000000.0,1000000.0,11000000.0,24000000.0,5000000.0,13000000.0,7000000.0,3000000.0,4000000.0,4000000.0,1000000.0,1000000.0,0.0,1000000.0,1000000.0,2000000.0
SWE,75639885.575924,94884682.23026,88155097.513633,98894314.418813,199087421.39793,314945713.30468,348325896.4746,227208210.50333,148831704.00245,80547945.205479,84589605.715456,87752477.494515,117594924.39554,107831005.83348,86918853.763502,78769024.500099,126390181.22203,404056646.03122,289347436.56436,114654442.72225,131273718.53119,242835866.61456,424721642.85195,343092807.62818,373865321.58274
TUR,72057879.799666,118903696.70543,213562466.4723,316398552.90102,203016325.6439,432429114.41468,124621597.09619,100837437.05612,117334893.29286,223330015.84746,275019448.24785,288321551.4254,286285682.30158,150600379.82383,309075959.94581,429880247.22481,430858654.60595,433906624.86874,519157818.35655,503435483.87138,1437719725.2079,2250392756.3157,2539670985.5874,,
USA,4759611709.8525,5924379677.0382,6775103588.116,8943328871.0397,10893325834.271,13206709956.71,15048012505.583,14099904751.826,11330798479.087,,,,,,,,,,,,,,,,
